,Whiskey,Review,Score,Category,Reviewer,Price,Date,Alcohol,Age,finish,finish,fruit,note,sweet,oak,palat,spice,nose,vanilla,dri,year,chocol,old,smoke,sherri,malt,caramel,honey,hint,orang,toffe,pepper,matur,flavor,cinnamon,spici,peat,age,balanc,appl,soft,long,whiskey,releas,light,ginger,rich,citru,dark,water,complex,fresh,aroma,rye,wood,black,fruiti,express,creami,leather,lemon,candi,slightli,blend,peach,singl,ripe,new,subtl,cherri,red,floral,clean,nut,clove,sugar,mint,warm,licoric,smoki,white,milk,polish,almond,grain,mix,gentl,syrup,raisin,tobacco,coconut,hot,linger,textur,nutti,color,littl,peel,nutmeg,toast,bitter,cocoa,cream,green,corn,barley,earthi,develop,pineappl,smooth,pear,well,bake,berri,mouth,wine,follow,salt,oili,medium,brine,fudg,strength,roast,come,charact,big,great,delic,apricot,malti,also,pepperi,love,exclus,banana,full,tropic,emerg,tea,deep,fig,vintag,bodi,much,dram,bright,port,mapl,pie,coffe,domin,best,enjoy,ice,tannin,lengthi,oloroso,depth,fragrant,lush,butterscotch,cake,raspberri,powder,start,golden,eleg,end,tongu,open,differ,silki,spirit,orchard,gold,butt,background,mola,young,beauti,last,mouthfeel,sooth,lime,hogshead,melon,seawe
3262,jack danielâs old no 7,"['initi', 'itâ', 'earth', 'fruit', 'develop', 'sawdust', 'earth', 'banana', 'itâ', 'green', 'pepper', 'banana', 'nut', 'bread', 'warm', 'corn', 'tortilla', 'soft', 'mouthfeel', 'littl', 'complex', 'work', 'pinch', 'itâ', 'great', 'ginger', 'ale', 'cocacola', 'lighter', 'cocktail', 'itâ', 'probabl', 'best', 'ice']",80,bourbontennessee,fred minnick,27.0,2017,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3263,black eagle,"['quit', 'pale', 'look', 'like', 'scotch', 'nose', 'hot', 'sweet', 'bit', 'minti', 'hot', 'mouth', 'thin', 'sweet', 'flashi', 'mint', 'corn', 'finish', 'fieri', 'tad', 'bitter', 'wood', 'especi', 'bitey', 'high', 'mouth', 'young', 'rough', 'without', 'raunchi', 'full', 'justifi', 'youth', 'braggadocio', 'better', 'bourbon', 'dollar', 'two', 'sourc', 'whiskey']",80,bourbontennessee,lew bryson,12.0,2013,40,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3264,southshot,"['hot', 'oak', 'bubbl', 'gum', 'nose', 'slight', 'solvent', 'hit', 'fingernail', 'polish', 'light', 'corn', 'mouth', 'oaki', 'bitter', 'flash', 'polish', 'pretti', 'hot', '40', 'thin', 'mouthfeel', 'appeal', 'nicest', 'thing', 'though', 'finish', 'surprisingli', 'smooth', 'sweet', 'almost', 'rich', 'youâd', 'want', 'dump', 'cola', 'ice', 'sourc', 'whiskey']",80,bourbontennessee,lew bryson,13.0,2013,40,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3265,rod  rifle straight bourbon,"['green', 'corn', 'cook', 'corn', 'roast', 'corn', 'tumbl', 'nose', 'sweet', 'young', 'bourbon', 'without', 'much', 'dri', 'oak', 'youth', 'fire', 'tast', 'like', 'lower', 'row', 'barrel', 'finish', 'also', 'sweet', 'lot', 'complex', 'sourc', 'whiskey', 'dickel']",80,bourbontennessee,lew bryson,30.0,2013,40,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3266,jr ewing private reserve 4 year old,"['straightforward', 'bourbon', 'take', 'risk', 'also', 'offer', 'reward', 'youâll', 'find', 'mãlang', 'orang', 'apricot', 'sweet', 'corn', 'vanilla', 'soft', 'spice', 'honey', 'light', 'youth', 'finish', 'kiss', 'oak', 'sourc', 'whiskey']",80,bourbontennessee,john hansell,35.0,2014,40,4,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3267,old granddad,"['odd', 'combo', 'cornbread', 'pine', 'tree', 'start', 'whiskey', 'grain', 'develop', 'think', 'rye', 'bread', 'oatmeal', 'barley', 'itâ', 'caramel', 'vanilla', 'blast', 'cinnamon', 'whiskey', 'far', 'soft', 'short', 'hold', 'sipper', 'itâ', 'best', 'batch', 'cocktail']",80,bourbontennessee,fred minnick,17.0,2018,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,rebel yell,"['redesign', 'label', 'wincingli', 'gener', 'look', 'even', 'bottomshelf', '80', 'proofer', 'whiskeyâ', 'quit', 'light', 'color', 'smell', 'young', 'well', 'sweet', 'wheat', 'bourbon', 'hint', 'peanut', 'faintest', 'hint', 'wood', 'mouth', 'warm', 'softli', 'corni', 'littl', 'bittersweet', 'finish', 'thatâ', 'much', 'go']",80,bourbontennessee,lew bryson,13.0,2015,40,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3269,old hickory blended bourbon,"['blend', 'two', 'mgp', 'bourbon', '11', '2', 'year', 'old', '89', '4', 'year', 'old', 'simpl', 'sweet', 'corn', 'nose', 'cinnamon', 'hard', 'candi', 'hot', '40', 'underwhelm', 'whiskey', 'name', 'presid', 'jackson', 'warm', 'sweet', 'though', 'oakbas', 'bitter', 'fring', 'stay', 'sweet', 'finish', 'flaw', 'well', 'thoughtout', 'either', 'might', 'blandest', 'mgp', 'juic', 'iâv', 'ever', 'sourc', 'whiskey']",80,bourbontennessee,lew bryson,30.0,2015,40,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3270,cleveland underground bourbon finished apple wood,"['juici', 'fruit', 'gum', 'koolaid', 'sugar', 'orang', 'gumdrop', 'candi', 'papaya', 'mango', 'meet', 'freshcut', 'lumber', 'nose', 'palat', 'note', 'bruis', 'banana', 'juici', 'guava', 'assert', 'wood', 'cocoa', 'powder', 'balanc', 'sweet', 'whiskey', 'matur', 'use', 'altern', 'age', 'technolog', 'actual', 'time', 'barrel', 'vari', 'usual', 'around', '3', 'month', 'process', 'distil', 'indiana', 'ohio', 'age', 'new', 'char', 'oak', 'barrel', 'undergo', 'clevelandâ', 'proprietari', 'process', 'use', 'appl', 'wood', 'piec']",80,bourbontennessee,susannah skiver barton,45.0,2018,45,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3271,woodford reserve masters collection sonomacutrer finish,"['pot', 'still', 'woodford', 'reserv', 'bourbon', 'finish', 'sonomacutr', 'chardonnay', 'wine', 'barrel', 'itâ', 'second', 'iter', 'masterâ', 'collect', 'follow', 'four', 'grain', 'releas', 'wine', 'influenc', 'immedi', 'obviousit', 'sweet', 'fruiti', 'nose', 'palat', 'note', 'caramel', 'appl', 'toffe', 'pud', 'butterscotch', 'toast', 'pecan', 'peach', 'crisp', 'polish', 'oak', 'finish', 'iâd', 'like', 'littl', 'le', 'sweetnessor', 'littl', 'someth', 'balanc', 'like', 'dri', 'oak', 'spice']",79,bourbontennessee,john hansell,9000.0,2007,43,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3272,old forester repeal bourbon,"['signific', 'oak', 'impact', 'compar', 'standard', 'old', 'forest', 'bourbon', 'evid', 'polish', 'leather', 'tobacco', 'dri', 'resin', 'note', 'especi', 'finish', 'thereâ', 'attempt', 'balanc', 'wood', 'note', 'dusti', 'corn', 'coconut', 'mint', 'vanilla', 'junip', 'dark', 'berri', 'fruit', 'blueberri', 'black', 'raspberri', 'black', 'cherri', 'donât', 'think', 'quit', 'get', 'bourbon', 'nice', 'chang', 'pace', 'understand', 'reason', 'behind', 'whiski', 'emul', 'bourbon', 'era', 'repeal', 'prefer', 'old', 'forest', 'âœsignatureâ', '100', 'proof', 'whiskey', 'iâm', 'happi', 'drink', 'whiskey', 'today', 'thank', 'price', 'per', '375', 'ml']",79,bourbontennessee,john hansell,2500.0,2009,50,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,old pogue masters select,"['bourbon', 'gentl', 'demeanor', 'easi', 'drinkabl', 'whiski', 'nice', 'balanc', 'sweet', 'note', 'corn', 'caramel', 'vanilla', 'blend', 'nice', 'subtl', 'fruit', 'dri', 'spice', 'uncompl', 'fairli', 'straightforward', 'bourbon', 'everyday', 'drink', 'wish']",79,bourbontennessee,john hansell,4000.0,2005,45,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3274,parkerâs heritage distilled spring 1991 24 year old,"['take', 'moment', 'admir', 'color', 'itâ', 'nearli', 'red', '24', 'year', 'admir', 'fragranc', 'floral', 'fruit', 'caramel', 'vanilla', 'bargain', 'time', 'promin', 'oak', 'complex', 'earth', 'caramel', 'cinnamon', 'vanilla', 'bitter', 'chocol', 'light', 'cinnamon', 'sautã', 'mushroom', 'watermelon', 'jolli', 'rancher', 'hint', 'tobacco', 'eventu', 'woodi', 'bitter', 'set', 'domin', 'palat', 'much', 'wood']",79,bourbontennessee,fred minnick,250.0,2016,50,24,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3275,straight edge bourbon,"['composit', '5', '7', '8', 'year', 'old', 'kentucki', 'tennesse', 'bourbon', 'offer', 'except', 'color', 'abv', 'grain', 'oakforward', 'nose', 'suggest', 'youth', 'hint', 'medicin', 'boil', 'oatmeal', 'cinnamon', 'slightli', 'dri', 'adhes', 'mouthfeel', 'follow', 'menthol', 'heavi', 'smoke', 'cinnamoncustard', 'pie', 'licoric', 'caramel', 'hint', 'cherri', 'cough', 'syrup', 'stock', 'select', 'batch', 'iâd', 'hope', 'tast', 'unlik', 'tradit', 'bourbon', 'sourc', 'whiskey']",79,bourbontennessee,fred minnick,55.0,2016,42,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3276,buffalo trace experimental collection,"['antiqu', 'amber', 'deeper', 'brood', 'le', 'sweet', '14', 'year', 'old', 'bottl', 'distinct', 'note', 'leather', 'roast', 'nut', 'hint', 'tobacco', 'nose', 'palat', 'along', 'flavor', 'younger', 'sibl', 'work', 'nose', 'tannin', 'wine', 'oak', 'impart', 'leather', 'compon', 'domin', 'palat', 'see', 'pattern', 'younger', 'v', 'older', 'whiskey', 'experiment', 'collect', 'seri', 'younger', 'express', 'gener', 'pretti', 'good', 'older', 'one', 'age', 'long']",78,bourbontennessee,john hansell,4700.0,2008,45,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3277,old forester birthday bourbon,"['thick', 'nose', 'palat', 'nutti', 'toffe', 'chewi', 'caramel', 'milk', 'chocol', 'mola', 'quickli', 'supersed', 'palat', 'fieri', 'cinnamon', 'dri', 'citru', 'blackberri', 'cocoa', 'powder', 'barrel', 'char', 'tea', 'brisk', 'evergreen', 'long', 'warm', 'spici', 'dri', 'assert', 'finish', 'like', 'nose', 'much', 'better', 'palat', 'feel', 'dri', 'finish', 'overstay', 'welcom', 'big', 'bold', 'bulli', 'birthday', 'bourbon']",78,bourbontennessee,john hansell,4000.0,2009,48,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3278,parkerâs heritage distilled fall 1990 24 year old,"['nonchil', 'filter', 'plu', 'lot', 'age', 'equal', 'oak', 'meet', 'caramel', 'vanilla', 'earth', 'nutti', 'mildew', 'slight', 'hint', 'ani', 'rose', 'petal', 'tree', 'bark', 'overcook', 'rice', 'overoak', 'flavor', 'domin', 'medicin', 'note', 'soap', 'bitter', 'earth', 'save', 'grace', 'herb', 'follow', 'decent', 'albeit', 'woodi', 'finish', 'simpli', 'overoak', 'iâd', 'love', 'tast', 'bottl', 'three', 'seven', 'year', 'ago']",78,bourbontennessee,fred minnick,250.0,2016,50,24,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3279,ridgemont reserve 1792 8 year old,"['bartonâ', 'entri', 'premium', 'small', 'batch', 'bourbon', 'categori', 'heavi', 'hitter', 'inde', 'flavor', 'toffe', 'leather', 'resin', 'spice', 'throughout', 'background', 'note', 'fruit', 'especi', 'fig', 'date', 'dust', 'cocoa', 'full', 'richli', 'textur', 'bourbon', 'aroma', 'love', 'everyth', 'work', 'well', 'palat', 'toountil', 'midpal', 'becom', 'woodi', 'assert', 'balanc', 'quit', 'dri', 'way', 'finish', 'point', 'becom', 'excess', 'otherwis', 'would', 'great', 'whiskey']",78,bourbontennessee,john hansell,23.0,2004,46,8,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3280,redemption high rye bourbon batch 1,"['age', 'âœover', '2', 'yearsâ', '38', 'rye', 'mashbil', 'high', 'bourbon', 'itâ', 'fresh', 'youth', 'brisk', 'sweet', 'corn', 'bright', 'fruit', 'brittl', 'mint', 'cinnamon', 'dust', 'cocoa', 'lead', 'slightli', 'aggress', 'finish', 'bit', 'youth', 'actual', 'sippingâit', 'would', 'benefit', 'yearsâ', 'age', 'save', 'one', 'next', 'manhattan', 'sibl', 'redempt', 'rye', 'similar', 'age', 'fare', 'better', '84']",78,bourbontennessee,john hansell,25.0,2011,46,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281,80 strong bourbon,"['light', 'bodi', 'flavor', 'whatâ', 'well', 'balanc', 'easi', 'drink', 'youâll', 'find', 'note', 'sweet', 'corn', 'caramel', 'coat', 'nut', 'mint', 'soft', 'citru', 'note', 'need', 'whatâ', 'alreadi', 'need', 'complex', 'score', '80', 'bourbon', 'design', 'compet', 'entri', 'level', 'jack', 'daniel', 'qualiti', 'standpoint', 'doe']",77,bourbontennessee,dominic roskrow,22.0,2006,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3282,old forester 1897 bottled bond,"['scream', 'oak', 'nose', 'rel', 'young', 'whiskey', 'thatâ', 'whiskeysoak', 'stave', 'hot', 'spice', 'drillinglyhot', 'entri', 'iâv', 'tast', 'bourbon', '60', 'le', 'hot', 'roar', 'oak', 'fire', 'underli', 'corn', 'sweet', 'isnât', 'subtl', 'quiet', 'tongu', 'water', 'bring', 'moreâsweet', 'corn', 'mint', 'rye', 'oilâbut', 'oak', 'still', 'domin', 'almost', 'astring', 'finish', 'like', 'big', 'oak', 'forget', 'balanc']",77,bourbontennessee,lew bryson,50.0,2015,50,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
